business_name,website,email,phone,whatsapp,country_code,city,niche,platform,instagram_handle,facebook_url,score,status,priority,enrichment_status,first_source,created_at,last_enrichment_attempt_at,notes
R&B,https://www.randbfashion.com/en-ae/,info@randbfashion.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:34",,
flyday,https://flyday.ae/,info@flyday.ae,"+966 920031115",,AE,,"onlineStore, inStore",,,,70,new,warm,completed,tabby,"2026-06-20 23:16:34",,
"Under Armour",https://www.underarmour.ae/en/home,info@underarmour.ae,+97143149097,,AE,,"onlineStore, inStore",,underarmourme,https://facebook.com/UnderArmourMiddleEast,75,new,warm,completed,tabby,"2026-06-20 23:16:35",,
"Shah Gee Electronics",https://shahgeelectronics.com/product-category/iphone/,info@shahgeelectronics.com,+97143959062,,AE,,"onlineStore, inStore",woocommerce,,https://facebook.com/sharer/sharer.php,85,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Centresouq,https://centresouq.com/,info@centresouq.com,,,AE,,"onlineStore, inStore",shopify,centresouq,https://facebook.com/Centresouq,80,new,warm,completed,tabby,"2026-06-20 23:16:35",,
"Numan Zafar Mobile Phone And Accessories Trading",https://nzmpat.com/,info@nzmpat.com,,,AE,,"onlineStore, inStore",woocommerce,,,75,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Marzban,https://marzban.ae,info@marzban.ae,"+971 52 195 6190",971521956190,AE,,"onlineStore, inStore",woocommerce,marzban_mobilephones,https://facebook.com/61550078983204,85,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Birkenstock,https://www.birkenstock.com/ae,info@birkenstock.com,,,AE,,"onlineStore, inStore",,birkenstockme,https://facebook.com/BirkenstockME,70,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Travelwings,https://www.travelwings.com/ae/en,info@travelwings.com,+97145635811,,AE,,"onlineStore, inStore",,travelwingsdotcom,https://facebook.com/travelwingsdotcom,75,new,warm,completed,tabby,"2026-06-20 23:16:35",,
"Axiom Telecom",https://axiomtelecom.com/,info@axiomtelecom.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:35",,
"Pure Gold Jewellers",https://www.pugold.com/,info@pugold.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:35",,
"Bilal Sohail Trading",https://bststore.ae,info@bststore.ae,+971529973359,971529973359,AE,,"onlineStore, inStore",shopify,bst.llc,https://facebook.com/share/14GPhGvjaUr,85,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Xmartify,https://xmartifydubai.com/,info@xmartifydubai.com,+971563385765,971563385765,AE,,"onlineStore, inStore",woocommerce,xmartifydubai,https://facebook.com/xmartify2023,85,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Gucci,https://www.gucci.com/ae/en_gb/,info@gucci.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:35",,
Tanishq,https://www.tanishq.ae/,info@tanishq.ae,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:35",,
"Suhail Mobile Shop",https://suhailmr.com,info@suhailmr.com,"+971 544896802",,AE,,"onlineStore, inStore",woocommerce,ap488_sa,https://facebook.com/AxiomThemes,85,new,warm,completed,tabby,"2026-06-20 23:16:37",,
Serotonin80,https://serotonin80.com/,info@serotonin80.com,,971562670276,AE,,"onlineStore, inStore",woocommerce,serotonin80,https://facebook.com/dialog/send,85,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Arabian Gold and Daimond",https://arabiangoldanddiamonds.com/,info@arabiangoldanddiamonds.com,+919847570333,,AE,,"onlineStore, inStore",woocommerce,arabiangoldanddiamonds,https://facebook.com/arabiangoldanddiamonds,85,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"GE Group",https://gegroup.ae/,info@gegroup.ae,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"KICKS CREW",https://www.kickscrew.com/en-AE,info@kickscrew.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
Coach,https://uk.coach.com/,info@uk.coach.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"PC Palace",https://pcpalace.com.sa/,info@pcpalace.com.sa,,,AE,,onlineStore,,pcpalace,https://facebook.com/pcpalace,70,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Tommy Hilfiger",https://en-ae.tommy.com/,info@en-ae.tommy.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Fragmetics Perfumes",https://fragmetics.com/,info@fragmetics.com,,,AE,,onlineStore,shopify,fragmetics_mena,https://facebook.com/FragmeticsMENA,80,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Watches & Jewellery",https://watches.ae/collections/watches,info@watches.ae,,,AE,,"onlineStore, inStore",shopify,thewatchhouse_uae,https://facebook.com/watches.ae,80,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Dr Nutrition",https://drnutrition.com/en-ae,info@drnutrition.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
SPLASH,https://www.splashfashions.com/ae/en,info@splashfashions.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Rasasi Perfumes",http://www.rasasistore.com,info@rasasistore.com,,,AE,,"onlineStore, inStore",shopify,rasasigcc,https://facebook.com/RasasiGCC,80,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Rayna Tours",https://www.raynatours.com/,info@raynatours.com,"+971 4 208 7444",,AE,,"onlineStore, inStore",,raynatours_,"https://facebook.com/raynagroup\",75,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"THE PHONE SHOP",https://thephoneshopae.com,info@thephoneshopae.com,971542738606,971542738606,AE,,"onlineStore, inStore",,thephoneshop.ae,,75,new,warm,completed,tabby,"2026-06-20 23:16:37",,
Intersport,https://www.intersport.com.kw/,info@intersport.com.kw,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Galaxy Tires",https://galaxytyreshop.com/,info@galaxytyreshop.com,00971529111935,,AE,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"AL 3bor",https://al3bor-telecom.com/,info@al3bor-telecom.com,966546846404,,AE,,onlineStore,,al3bor,,75,new,warm,completed,tabby,"2026-06-20 23:16:37",,
JYSK,https://jysk.ae/,info@jysk.ae,,,AE,,"onlineStore, inStore",magento,,,75,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Danube Home",https://www.danubehome.com/ae/en,info@danubehome.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Geekay MEA",https://www.geekay.com,info@geekay.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"zeko Bag",https://zekobag.com,info@zekobag.com,"+1 123 456 7890",,AE,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Electric Scooter",https://escooterae.com/,info@escooterae.com,0555100835,,AE,,onlineStore,woocommerce,eskooter.me,https://facebook.com/4starscooter,85,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"Watches for less",https://watchesforless.ae/,info@watchesforless.ae,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:37",,
"ALHIND GOLD & DIAMONDS",https://www.alhindgoldanddiamonds.com/,info@alhindgoldanddiamonds.com,"+971 55 579 0594",,AE,,"onlineStore, inStore",woocommerce,alhindgoldanddiamonds,https://facebook.com/alhindgoldanddiamonds,85,new,warm,completed,tabby,"2026-06-20 23:16:37",,
E-City,https://www.ecityuae.ae/,info@ecityuae.ae,80032489,,AE,,"onlineStore, inStore",shopify,ecityuae,,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
alAsil,https://alasil.ae/,info@alasil.ae,+97142885680,97142885680,AE,,"onlineStore, inStore",shopify,alasilae,https://facebook.com/alasilae,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
REDTAG,https://ae.redtagfashion.com/,info@ae.redtagfashion.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"The Athletes Foot",https://www.theathletesfoot.com.kw/,info@theathletesfoot.com.kw,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
Lululemon,https://www.lululemon.me/en-ae,info@lululemon.me,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
Grenewed,https://grenewed.ae/,info@grenewed.ae,"+971 562357177",,AE,,"onlineStore, inStore",woocommerce,grenewed.ae,,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Gaming Store",https://www.gamingstoreuae.com,info@gamingstoreuae.com,"+971 50 747 9026",,AE,,"onlineStore, inStore",shopify,gaming_store_dubai,https://facebook.com/gamingstoreuae,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"My Gold Souq",https://mygoldsouq.com/,info@mygoldsouq.com,,,AE,,onlineStore,shopify,mygoldsouq,,80,new,warm,completed,tabby,"2026-06-20 23:16:38",,
OnTime,https://ae.ontime.com/,info@ae.ontime.com,+96561118432,,AE,,"onlineStore, inStore",shopify,ontime.me,https://facebook.com/ontimeinsta,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"YAS ISLAND",https://www.yasisland.com/,info@yasisland.com,+971600511115,,AE,,onlineStore,,yasisland,https://facebook.com/yasisland,75,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Al Wathba Insurance",https://awnic.com/,info@awnic.com,600544040,,AE,,onlineStore,woocommerce,alwathbainsurance,https://facebook.com/AlWathbaInsurance,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"DISCOUNT LANE ",https://discountlane.ae/,info@discountlane.ae,+971555778349,971555778349,AE,,onlineStore,shopify,discountlane.ae,https://facebook.com/discountlaneae,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Spa & center 1982",http://www.spa1982.com,info@spa1982.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Manzar International ",https://manzar.me/,info@manzar.me,+971566703153,971566703153,AE,,"onlineStore, inStore",woocommerce,,https://facebook.com/sharer/sharer.php,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Ninty Nine Fils",https://99fils.com/,info@99fils.com,+971-56-510-1565,,AE,,"onlineStore, inStore",woocommerce,99filscom,https://facebook.com/99filscom,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Marks & Spencer",https://www.marksandspencer.com/ae/,info@marksandspencer.com,,,AE,,"onlineStore, inStore",,marksandspencerme,https://facebook.com/MarksandSpencerME,70,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"AAB World",https://aabworld.com/,info@aabworld.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
LATTAFA,https://lattafa.com/ar,info@lattafa.com,065361371,,AE,,"onlineStore, inStore",woocommerce,lattafa_perfumes,,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
VOGACLOSET,https://vogacloset.com/uae/en/,info@vogacloset.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Midas Furniture",https://midasfurniture.com/,info@midasfurniture.com,+966920004621,9651888886,AE,,"onlineStore, inStore",magento,midasfurniturekuwait,,85,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Bagcart.ae ",http://bagcart.ae/,info@bagcart.ae,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"TAWAKAL TRAVELS",https://mssg.me/11mgw,info@mssg.me,0568016255,,AE,,"onlineStore, inStore",,,,70,new,warm,completed,tabby,"2026-06-20 23:16:38",,
"Montres Trading",https://www.montres.ae,info@montres.ae,+97142671124,97142671124,AE,,"onlineStore, inStore",,montres.ae,https://facebook.com/Montres.ae,75,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"O.TWO.O Cosmetics",https://otwooarabia.com/,info@otwooarabia.com,,,AE,,onlineStore,shopify,msteri.ae,https://facebook.com/profile.php,80,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"cozmo travel",https://www.gocozmo.com/,info@gocozmo.com,+971600524444,971600524444,AE,,"onlineStore, inStore",,cozmotravel,,75,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"PREMIUM BRAND ",http://www.premiumbrandfze.com,info@premiumbrandfze.com,"+971 54 404 2437",971544042437,AE,,onlineStore,shopify,premiumbrandfze,https://facebook.com/share/1NE8pZaP6K,85,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"ASHRAF JEWELLERY ",https://www.ashrafjewellers.ae,info@ashrafjewellers.ae,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:39",,
koolkicksuae,https://koolkicksuae.com,info@koolkicksuae.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:39",,
UsedPanda,https://Usedpanda.com,info@Usedpanda.com,"+971 44419800",,AE,,"onlineStore, inStore",,usedpanda,https://facebook.com/usedpandaofficial,75,new,warm,completed,tabby,"2026-06-20 23:16:39",,
Gymshark,https://www.gymshark.ae/,info@gymshark.ae,+15635945665,971527149329,AE,,"onlineStore, inStore",,gymshark,https://facebook.com/gymshark,75,new,warm,completed,tabby,"2026-06-20 23:16:39",,
PerfumeCo,https://perfumeco.shop/,info@perfumeco.shop,9668003040105,,AE,,onlineStore,,perfumecoshop,,75,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"SMART TRAVEL",https://smarttravels.ae/,info@smarttravels.ae,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"Bait Hadramout Mandi",https://baithadramoutmandi.com,info@baithadramoutmandi.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:39",,
Finshoppi,https://finshoppi.com/,info@finshoppi.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"SPAZIO PLUS",https://spazioplus.com,info@spazioplus.com,+971523931916,971523931916,AE,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"New Tech",https://newtechq8.com/,info@newtechq8.com,,96522009897,AE,,onlineStore,shopify,ntech.q8,https://facebook.com/profile.php,85,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"Afnan Perfumes",https://www.afnan.com/,info@afnan.com,,,AE,,onlineStore,shopify,afnanperfumes,https://facebook.com/afnanperfumesofficial,80,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"eZhire Rent a car",https://ezhire.ae,info@ezhire.ae,"+971 4 459 4600",,AE,,onlineStore,,ezhire.ae,https://facebook.com/ezhire.ae,75,new,warm,completed,tabby,"2026-06-20 23:16:39",,
"M S M A CURTAINS AND FURNITURE",,,,,AE,,"onlineStore, inStore",,,,35,new,warm,completed,tabby,"2026-06-20 23:16:40",,
Decathlon,https://decathlon.ae/,info@decathlon.ae,+971504758042,,AE,,"onlineStore, inStore",shopify,decathlonme,https://facebook.com/DecathlonUAE,85,new,warm,completed,tabby,"2026-06-20 23:16:40",,
DKNY,https://dkny.ae?utm_source=Tabby&utm_campaign=tbkw,info@dkny.ae,,,AE,,"onlineStore, inStore",shopify,dkny.me,,80,new,warm,completed,tabby,"2026-06-20 23:16:40",,
Riah,https://www.riah.ae/en,info@riah.ae,+971548882244,971548882244,AE,,onlineStore,,riahperfume,,75,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Apple MDS",https://apple-onlinestore.mds.ae/,info@apple-onlinestore.mds.ae,,,AE,,onlineStore,shopify,,,75,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Jawhara jewellery",https://jawharajewellery.com,info@jawharajewellery.com,+971507528012,971506875051,AE,,"onlineStore, inStore",shopify,jawharajewellery,https://facebook.com/jawharajewellery,85,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Saint Laurent",https://www.ysl.com/en-ae/stores,info@ysl.com,+971600521705,,AE,,"onlineStore, inStore",,ysl,https://facebook.com/ysl,75,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"TAG Motors",https://tag-motors.com/,info@tag-motors.com,,,AE,,onlineStore,woocommerce,tag.motors,https://facebook.com/106153468414489,80,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"GCC Gamers",https://gccgamers.com/,info@gccgamers.com,+97143339000,97143339000,AE,,"onlineStore, inStore",,gccgamers,https://facebook.com/gccgamers.uae,75,new,warm,completed,tabby,"2026-06-20 23:16:40",,
LikeCard,https://www.likecard.com/,info@likecard.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:40",,
Magrabi,https://www.magrabi.com/ae-en/,info@magrabi.com,80002000137,,AE,,"onlineStore, inStore",,magrabi,https://facebook.com/MAGRABiOptical,75,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Mall of the Emirates",https://www.malloftheemirates.com/en,info@malloftheemirates.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:40",,
Floward,https://floward.com/en-ae/dubai/,info@floward.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:40",,
PayBy,https://www.payby.com/,info@payby.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Rivoli shop",https://www.rivolishop.com/en-ae,info@rivolishop.com,,,AE,,"onlineStore, inStore",,rivoligroup,https://facebook.com/share/18iXSkzyv4,70,new,warm,completed,tabby,"2026-06-20 23:16:40",,
Watsons,https://www.watsons.ae,info@watsons.ae,,,AE,,"onlineStore, inStore",shopify,watsonsmiddleeast,https://facebook.com/watsonsGCC,80,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Perfume Gallery",https://perfumegallery.ae,info@perfumegallery.ae,+971521329115,,AE,,"onlineStore, inStore",shopify,perfumegalleryuae,,85,new,warm,completed,tabby,"2026-06-20 23:16:40",,
"Beauty Korea",https://beautykoreadubai.com/,info@beautykoreadubai.com,0509693232,,AE,,"onlineStore, inStore",shopify,beautykorea_dubai,https://facebook.com/BeautyKoreaDubai,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"GVT ELECTRONICS",https://www.iprocell.com,info@iprocell.com,+971547287804,971547287804,AE,,"onlineStore, inStore",woocommerce,iprocell.com_,https://facebook.com/iprocelldubai,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
Baytonia,https://baytonia.com/,info@baytonia.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
Fordeal,https://www.fordeal.com/en-AE/,info@fordeal.com,,,AE,,onlineStore,,fordeal_official,https://facebook.com/Fordeal-best-703493487155625,70,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"On Running",https://on.ae/,info@on.ae,+97143847444,,AE,,onlineStore,shopify,on,https://facebook.com/on,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Shory Insurance Brokers",https://www.shory.com,info@shory.com,80074679,,AE,,onlineStore,,getshory,https://facebook.com/getShory,75,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Mr Energy",https://mrenergy.ae,info@mrenergy.ae,"+971) 521 510",,AE,,"onlineStore, inStore",woocommerce,mr.energy.ae,https://facebook.com/2008/fbml,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Time House",https://www.timehouse.store/home,info@timehouse.store,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"MARK & SAVE ",https://www.markandsave.com/,info@markandsave.com,"+971 545830800",,AE,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Navid Jewellery",https://www.navidjewellery.com/,info@navidjewellery.com,"+971 58844 0272",,AE,,"onlineStore, inStore",shopify,navid_jewellery_dxb,https://facebook.com/navidjewellery,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
LEVIS,https://www.levi.com/US/en_US/,info@levi.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"THE OUTLET",https://itstheoutlet.com,info@itstheoutlet.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
GAP,https://www.gap.ae/,info@gap.ae,+97148188499,,AE,,"onlineStore, inStore",,,https://facebook.com/GapMiddleEast,75,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"7md Store",https://www.7md.ae/,info@7md.ae,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Tech Point",http://www.techpoint-sa.com/,info@techpoint-sa.com,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Service Market",https://servicemarket.com/en/dubai/home-salon-services/book-online/job-details?promo=VS60&gad_source=1&gclid=CjwKCAiAqrG9BhAVEiwAaPu5zhjU78N3T4yyIISuCBAQmQl0pTYXpPvpQ2i6079eu1rRFab02KovShoCyFEQAvD_BwE,info@servicemarket.com,+97145061500,971600587009,AE,,onlineStore,woocommerce,myservicemarket,https://facebook.com/myServiceMarket,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Cole Haan",https://colehaan.ae/,info@colehaan.ae,042147999,,AE,,"onlineStore, inStore",shopify,colehaan_uae,https://facebook.com/colehaan.uae,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
Babyshop,https://www.babyshopstores.com/ae/en,info@babyshopstores.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"HI TECH COMPUTERS",https://hitechcomputers.ae/,info@hitechcomputers.ae,,,AE,,"onlineStore, inStore",woocommerce,hitechcomputers_,https://facebook.com/hitechaduae,80,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Sunglass Hut",https://ae.sunglasshut.com/,info@ae.sunglasshut.com,,971505021739,AE,,onlineStore,shopify,sunglasshut,https://facebook.com/sunglasshutglobal,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"GT8 mobile phones",https://gt8-store.com/,info@gt8-store.com,+971525087783,971525087783,AE,,"onlineStore, inStore",woocommerce,gt8phone_br1,,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Al Saif Gallery",https://alsaifgallery.com/,info@alsaifgallery.com,+966920009016,,AE,,"onlineStore, inStore",magento,alsaifgallery38,https://facebook.com/alsaifgallery,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Holiday Factory",https://travel.holiday-factory.com/,info@travel.holiday-factory.com,+97147014000,971563000406,AE,,onlineStore,woocommerce,holiday_factory,https://facebook.com/HolidayFactoryUAE,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Alo Yoga",https://www.aloyoga.ae/en/,info@aloyoga.ae,,,AE,,"onlineStore, inStore",shopify,aloyoga,https://facebook.com/aloclothing,80,new,warm,completed,tabby,"2026-06-20 23:16:41",,
Firstcry,https://www.firstcry.ae/?fromcountry=uae&lang=ar,info@firstcry.ae,+971-048063800,,AE,,onlineStore,,firstcryae,https://facebook.com/FirstCryAE,75,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"Sapana Jewellery",https://sapanajewellery.com/,info@sapanajewellery.com,"+971 43593939",,AE,,"onlineStore, inStore",woocommerce,sapanajewellery_official,https://facebook.com/sapanajewelleryofficial,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
"The Wireless Circle",https://www.thewirelesscircle.ae,info@thewirelesscircle.ae,,,AE,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:41",,
Samazon,https://samazon.ae/,info@samazon.ae,971505099972,,AE,,"onlineStore, inStore",shopify,samazon.ae,https://facebook.com/samazon.ae,85,new,warm,completed,tabby,"2026-06-20 23:16:41",,
Travelotleh,https://www.travelotleh.com/en/,info@travelotleh.com,+971600520200,971600520200,AE,,"onlineStore, inStore",,,,70,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"Red Magic",https://ae.redmagic.gg/,info@ae.redmagic.gg,,,AE,,onlineStore,shopify,redmagicme,https://facebook.com/profile.php,80,new,warm,completed,tabby,"2026-06-20 23:16:42",,
REBOOT,https://rebootcomputers.ae/,info@rebootcomputers.ae,"+1 123 456 7890",971504913713,AE,,"onlineStore, inStore",woocommerce,reboot_compute,https://facebook.com/rebootgcc,85,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"Swiss Arabian",https://uae.swissarabian.com/,info@uae.swissarabian.com,,,AE,,"onlineStore, inStore",shopify,swissarabianperfumes,https://facebook.com/SwissArabianPerfumes,80,new,warm,completed,tabby,"2026-06-20 23:16:42",,
Azadea,https://www.azadea.com/en,info@azadea.com,,971800292332,AE,,onlineStore,,azadea,https://facebook.com/Azadeacom,75,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"Alfa Shop",https://alfashop.ae/,info@alfashop.ae,+971528715363,,AE,,"onlineStore, inStore",shopify,alfashop.ae,https://facebook.com/alfashop.ae,85,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"GIG Gulf",https://www.gig-gulf.com/en,info@gig-gulf.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:42",,
Skechers,https://www.skechers.com/,info@skechers.com,,,AE,,onlineStore,,skechers,https://facebook.com/SKECHERS,70,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"Black Phone",https://blackphone.ae/,info@blackphone.ae,"+971 56 222 3335",,AE,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"La Vida Spa Home Spa",https://lavidaspa.vip,info@lavidaspa.vip,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:42",,
OpenMyTrip,https://openmytrip.com/,info@openmytrip.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:42",,
Pogago,https://thepogago.com,info@thepogago.com,"+971 566864806",,AE,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"Jewel Cloud Jewellery",http://jewelcloudsjewellery.com/,info@jewelcloudsjewellery.com,043854999,,AE,,"onlineStore, inStore",woocommerce,jewel_clouds,https://facebook.com/JewelCloudsJewellery,85,new,warm,completed,tabby,"2026-06-20 23:16:42",,
"ALMAMLAKAH ALZAHABIYA",https://almamlakahalzahabia.com/,info@almamlakahalzahabia.com,+971554041162,,AE,,"onlineStore, inStore",woocommerce,almamlakah_l.l.c,https://facebook.com/people/AlMamlakah-AlZahabiya-Electronic/61553115554925,85,new,warm,completed,tabby,"2026-06-20 23:16:42",,
DKHOUN,https://dkhoun.com,info@dkhoun.com,,,AE,,onlineStore,shopify,dkhoun_sa,https://facebook.com/sharer/sharer.php,80,new,warm,completed,tabby,"2026-06-20 23:16:42",,
AliExpress,https://alitems.com/g/1e8d114494926836afb916525dc3e8/,info@alitems.com,,8657186563839,KW,,onlineStore,,aliexpress,https://facebook.com/aliexpress,75,new,warm,completed,tabby,"2026-06-20 23:16:43",,
"FK Jewellers",https://fkjewellers.com/?srsltid=AfmBOoqBK2v0Vwitbu-o1mcFtNnnxMQBepwYbvkZmgOwzaWiSECl7DuD,info@fkjewellers.com,+96522287181,96522287181,KW,,"onlineStore, inStore",shopify,fkjewellers,,85,new,warm,completed,tabby,"2026-06-20 23:16:43",,
